4000.Invoice/Item Number,Sum(4000.Sale (Dollars)),,Sum(4000.State Bottle Cost),Sum(4000.State Bottle Retail),CountNonNull(4000.Category Name),CountNonNull(4000.County)
S22158700028,11.03,NaN,7.35,11.03,1,1
S06922800021,11.02,NaN,7.35,11.02,1,1
S08938700013,11.02,NaN,7.35,11.02,1,1
S09180800057,11.02,NaN,7.35,11.02,1,1
S11030200068,10.95,NaN,7.3,10.95,1,1
S19081100044,10.85,NaN,7.23,10.85,1,1
S06797600101,10.7,NaN,7.14,10.7,1,1
S23132900030,10.68,NaN,7.12,10.68,1,1
S19623600069,10.67,NaN,7.11,10.67,1,1
S05408100047,10.62,NaN,7.08,10.62,1,1
S17675800146,10.5,NaN,3.5,5.25,1,1
S18079600116,10.4,NaN,1.74,2.6,1,1
S29299500091,10.38,NaN,6.92,10.38,1,1
S16920200016,10.35,NaN,6.9,10.35,1,1
S19384800094,10.35,NaN,6.9,10.35,1,1
S26913600022,10.35,NaN,6.9,10.35,1,1
S04731100056,10.3,NaN,3.44,5.15,1,1
S24499300036,10.25,NaN,6.83,10.25,1,1
S26444300007,10.25,NaN,6.83,10.25,1,1
S03643600054,10.24,NaN,6.83,10.24,1,1
S07271800054,10.24,NaN,6.83,10.24,1,1
S08895700081,10.24,NaN,6.83,10.24,1,1
S14362300103,10.24,NaN,6.83,10.24,1,1
S18269000004,10.24,NaN,6.83,10.24,1,1
S04344100027,10.2,NaN,3.4,5.1,1,1
S21286100108,10.2,NaN,6.8,10.2,1,1
S21457600037,10.2,NaN,6.8,10.2,1,1
S05233900074,10.18,NaN,3.39,5.09,1,1
S09913100044,10.18,NaN,3.39,5.09,1,1
S10932700014,10.18,NaN,3.39,5.09,1,1
S15643300128,10.14,NaN,1.13,1.69,1,1
S22915800018,10.14,NaN,3.38,5.07,1,1
S25416800097,10.14,NaN,3.38,5.07,1,1
S10374100011,10.12,NaN,3.37,5.06,1,1
S23784600024,10.11,NaN,6.74,10.11,1,1
S29084700045,10.11,NaN,6.74,10.11,1,1
S09235400071,10.1,NaN,3.37,5.05,1,1
S24972100016,10.08,NaN,2.24,3.36,1,1
S16725700116,10.07,NaN,6.71,10.07,1,1
S06478600059,9.98,NaN,3.33,4.99,1,1
S25447900011,9.95,NaN,6.63,9.95,1,1
S19431200043,9.94,NaN,3.31,4.97,1,1
S04591500026,9.9,NaN,6.6,9.9,1,1
S08501000079,9.9,NaN,6.6,9.9,1,1
S11452400063,9.9,NaN,6.6,9.9,1,1
S18336300100,9.78,NaN,6.52,9.78,1,1
S22613100032,9.75,NaN,6.5,9.75,1,1
S27847100057,9.75,NaN,6.5,9.75,1,1
S07494200054,9.74,NaN,6.5,9.74,1,1
S17757400058,9.74,NaN,6.5,9.74,1,1
S20705900070,9.71,NaN,6.47,9.71,1,1
S26796100012,9.71,NaN,6.47,9.71,1,1
S28343800015,9.7,NaN,3.23,4.85,1,1
S21923100030,9.66,NaN,3.22,4.83,1,1
S13677500060,9.64,NaN,6.43,9.64,1,1
S04570700017,9.63,NaN,2.14,3.21,1,1
S16525100028,9.62,NaN,6.41,9.62,1,
S29048900001,9.6,NaN,6.4,9.6,,1
S07532600146,9.59,NaN,6.39,9.59,1,1
S13194900060,9.52,NaN,6.35,9.52,1,1
S21027600036,9.5,NaN,6.25,9.5,1,1
S22720100016,9.5,NaN,6.25,9.5,1,1
S10011000055,9.45,NaN,6.3,9.45,1,1
S18944600045,9.45,NaN,6.3,9.45,1,1
S11263500050,9.44,NaN,6.29,9.44,1,1
S04284100094,9.43,NaN,6.29,9.43,1,1
S24854700016,9.33,NaN,2.07,3.11,1,1
S23538400002,9.26,NaN,6.17,9.26,1,1
S09227200068,9.25,NaN,6.17,9.25,1,1
S10575500107,9.25,NaN,6.17,9.25,1,1
S15367900072,9.25,NaN,6.17,9.25,1,1
S25855500040,9.24,NaN,2.05,3.08,1,1
S13069100031,9.23,NaN,6.15,9.23,1,1
S23245100018,9.22,NaN,3.07,4.61,1,1
S10790500010,9.2,NaN,3.07,4.6,1,1
S12432300030,9.2,NaN,3.07,4.6,1,1
S04468900008,9.04,NaN,5.69,9.04,1,1
S23904400030,9,NaN,3,4.5,1,1
S28000100094,9,NaN,6,9,1,1
S06475600056,8.99,NaN,6,8.99,1,1
S12550300054,8.98,NaN,3,4.49,1,1
S03774300109,8.94,NaN,1.99,2.98,1,1
S28032100081,8.93,NaN,5.95,8.93,1,1
S24232200029,8.88,NaN,5.92,8.88,1,1
S15840500138,8.81,NaN,5.87,8.81,1,1
S16028700019,8.81,NaN,5.87,8.81,1,1
S13628200059,8.79,NaN,1.96,2.93,1,1
S15196700109,8.79,NaN,1.96,2.93,1,1
S16176500032,8.67,NaN,5.78,8.67,1,1
S27317400023,8.67,NaN,5.78,8.67,1,1
S15887300049,8.62,NaN,5.75,8.62,1,1
S19290600032,8.62,NaN,5.75,8.62,1,1
S11431800028,8.58,NaN,5.72,8.58,1,1
S04746400054,8.57,NaN,5.72,8.57,1,1
S05028900065,8.55,NaN,1.9,2.85,1,1
S16317800218,8.55,NaN,1.9,2.85,1,1
S05552600015,8.46,NaN,2.82,4.23,1,1
S07194500004,8.4,NaN,1.87,2.8,1,1
S20466600092,8.31,NaN,5.54,8.31,1,1
S24721100035,8.31,NaN,5.54,8.31,1,1
S25938800024,8.31,NaN,5.54,8.31,1,1
S28025900012,8.31,NaN,5.54,8.31,1,1
S08137600098,8.26,NaN,5.51,8.26,1,1
S10292900024,8.26,NaN,5.51,8.26,1,1
S19006600065,8.25,NaN,5.5,8.25,1,1
S19384100036,8.25,NaN,5.5,8.25,1,1
S21352600014,8.25,NaN,5.5,8.25,1,1
S13193600024,8.24,NaN,5.5,8.24,1,1
S13819400083,8.21,NaN,5.47,8.21,1,1
S03475500046,8.19,NaN,5.46,8.19,1,1
S09885200123,8.16,NaN,5.44,8.16,1,1
S27737300011,8.13,NaN,5.42,8.13,1,1
S06084200044,8.12,NaN,5.41,8.12,1,1
S23056400067,8.07,NaN,5.38,8.07,1,1
S23664000033,7.85,NaN,5.23,7.85,1,1
S15046600057,7.84,NaN,5.23,7.84,1,1
S10716100055,7.69,NaN,5.13,7.69,1,1
S06262600123,7.68,NaN,1.71,2.56,1,1
S15428100066,7.5,NaN,5,7.5,1,1
S04270500096,7.49,NaN,5,7.49,1,1
S16023200053,7.49,NaN,5,7.49,1,1
S19081000032,7.49,NaN,5,7.49,1,1
S03385300085,7.44,NaN,4.96,7.44,1,1
S06348100028,7.44,NaN,4.96,7.44,1,1
S09882400010,7.44,NaN,4.96,7.44,1,1
S11308900044,7.44,NaN,4.96,7.44,1,1
S12668400023,7.44,NaN,4.96,7.44,1,1
S17007800027,7.44,NaN,4.96,7.44,1,1
S22545600046,7.43,NaN,4.95,7.43,1,1
S25799400021,7.43,NaN,4.95,7.43,1,1
S09667500070,7.4,NaN,4.93,7.4,1,1
S29154600094,7.35,NaN,4.9,7.35,1,1
S18540900037,7.34,NaN,4.89,7.34,1,1
S26597900067,7.34,NaN,4.89,7.34,1,1
S27849800035,7.34,NaN,4.89,7.34,1,1
S28145800044,7.34,NaN,4.89,7.34,1,1
S08884800075,7.32,NaN,4.88,7.32,1,1
S09146600096,7.13,NaN,4.75,7.13,1,1
S12710100039,7.11,NaN,4.74,7.11,1,1
S17025600218,7.11,NaN,4.74,7.11,1,1
S04409800047,7.06,NaN,4.7,7.06,1,1
S11453500018,7.06,NaN,4.7,7.06,1,1
S20045100048,7.04,NaN,1.17,1.76,1,1
S12257100012,7,NaN,4.67,7,1,1
S18027400014,7,NaN,4.67,7,1,1
S08708100049,6.97,NaN,4.65,6.97,1,1
S13857600005,6.95,NaN,4.63,6.95,1,1
S05950700016,6.9,NaN,1.53,2.3,1,1
S19245500025,6.84,NaN,2.28,3.42,1,1
S07688900039,6.82,NaN,2.27,3.41,1,1
S07282800084,6.81,NaN,4.54,6.81,1,1
S07645500018,6.81,NaN,4.54,6.81,1,1
S12643000018,6.75,NaN,4.5,6.75,1,1
S25234000082,6.74,NaN,4.49,6.74,1,1
S28781800044,6.72,NaN,2.24,3.36,1,1
S12128400127,6.62,NaN,2.21,3.31,1,1
S27521100116,6.6,NaN,4.18,6.6,1,1
S11957500052,6.3,NaN,4.2,6.3,1,1
S19518200081,5.96,NaN,1.99,2.98,1,1
S17766000129,5.88,NaN,1.96,2.94,1,1
S27374000067,5.88,NaN,1.96,2.94,1,1
S04191300063,5.77,NaN,3.85,5.77,1,1
S24045200016,5.67,NaN,3.78,5.67,1,1
S25635200083,5.67,NaN,3.78,5.67,1,1
S23748200024,5.6,NaN,3.73,5.6,1,1
S25702800206,5.6,NaN,3.73,5.6,1,1
S13994500167,5.59,NaN,3.73,5.59,1,1
S15627500113,5.59,NaN,3.73,5.59,1,1
S15686100060,5.59,NaN,3.73,5.59,1,1
S08317000011,5.5,NaN,1.84,2.75,1,1
S13468400032,5.45,NaN,3.64,5.45,1,1
S24648000099,5.33,NaN,3.55,5.33,1,1
S10032300021,5.31,NaN,3.54,5.31,1,1
S03642100028,5.2,NaN,1.74,2.6,1,1
S28417900058,5.1,NaN,1.13,1.7,1,1
S26450500040,5.07,NaN,3.38,5.07,1,1
S22047700136,4.96,NaN,1.65,2.48,1,1
S22081200012,4.95,NaN,3.3,4.95,1,1
S26803600014,4.95,NaN,3.3,4.95,1,1
S23752700019,4.83,NaN,3.22,4.83,1,1
S16406000014,4.61,NaN,3.07,4.61,1,1
S27676100040,4.61,NaN,3.07,4.61,1,1
S19071600007,4.6,NaN,3.07,4.6,1,1
S21871500087,4.58,NaN,3.05,4.58,1,1
S13839100112,4.49,NaN,2.99,4.49,1,1
S06272700049,4.34,NaN,2.89,4.34,1,1
S15366600093,4.25,NaN,2.84,4.25,1,1
S08180000046,3.09,NaN,2.06,3.09,1,1
S03757800008,2.96,NaN,1.98,2.96,1,1
S20339700097,2.94,NaN,1.96,2.94,1,1
S20594300056,2.94,NaN,1.96,2.94,1,1
S06974300041,2.93,NaN,1.96,2.93,1,1
S12218300126,2.6,NaN,1.74,2.6,1,1
S04084600008,0,NaN,0,0,1,1
